label,translation
Iron depletion without anaemia,Eisenmangel ohne Anämie
1964 United States presidential election in Vermont,Präsidentschaftswahl in der Vereinigte Staat 1964 in Vermont
United States presidential election in Vermont  1964,Präsidentschaftswahl in der Vereinigte Staat 1964
1980 United States presidential election in Minnesota,Präsidentschaftswahl in der Vereinigte Staat 1980 in Minnesota
United States presidential election in Minnesota  1980,US-Präsidentschaftswahl in Minnesota 1980
2016 United States Senate election in Wisconsin,Senatswahl in der Vereinigte Staat 2016 in Wisconsin
United States Senate election in Wisconsin  2016,Senatswahl in der Vereinigte Staat in Wisconsin 2016
Postal codes in Afghanistan,Postleitzahlen in Afghanistan
1967 West Bengal Legislative Assembly election,Wahl der Legislativversammlung in Westbengalen 1967
West Bengal Legislative Assembly election  1967,Wahl zur Legislativversammlung in Westbengalen 1967
2016 United States Senate election in Pennsylvania,Senatswahl in der Vereinigte Staat 2016 in Pennsylvania
United States Senate election in Pennsylvania  2016,Senatswahl in der Vereinigte Staat in Pennsylvania 2016
2012 United States presidential election in Florida,Präsidentschaftswahl in der Vereinigte Staat 2012 in Florida
United States presidential election in Florida  2012,US-Präsidentschaftswahl in Florida 2012
2012 United States presidential election in Idaho,Präsidentschaftswahl in der Vereinigte Staat 2012 in Idaho
United States presidential election in Idaho  2012,US-Präsidentschaftswahl in Idaho 2012
2012 United States presidential election in Minnesota,Präsidentschaftswahl in der Vereinigte Staat 2012 in Minnesota
United States presidential election in Minnesota  2012,Präsidentschaftswahl in der Vereinigte Staat 2012
2012 United States presidential election in North Carolina,Präsidentschaftswahl in der Vereinigte Staat 2012 in North Carolina
United States presidential election in North Carolina  2012,Präsidentschaftswahl in der Vereinigte Staat 2012
1988 United States presidential election in Arkansas,Präsidentschaftswahl in der Vereinigte Staat 1988 in Arkansas
United States presidential election in Arkansas  1988,US-Präsidentschaftswahl in Arkansas 1988
1984 United States presidential election in Hawaii,Präsidentschaftswahl in der Vereinigte Staat 1984 auf Hawaii
United States presidential election in Hawaii  1984,Präsidentschaftswahl in der Vereinigte Staat auf Hawaii 1984
1988 United States presidential election in Kentucky,Präsidentschaftswahl in der Vereinigte Staat 1988 in Kentucky
United States presidential election in Kentucky  1988,Präsidentschaftswahl in der Vereinigte Staat 1988
1984 United States presidential election in Michigan,Präsidentschaftswahl in der Vereinigte Staat 1984 in Michigan
United States presidential election in Michigan  1984,Präsidentschaftswahl in der Vereinigte Staat 1984
1960 United States presidential election in New York,Präsidentschaftswahl in der Vereinigte Staat 1960 in New York
United States presidential election in New York  1960,Präsidentschaftswahl in der Vereinigte Staat in New York 1960
1996 United States presidential election in Ohio,Präsidentschaftswahl in der Vereinigte Staat 1996 in Ohio
United States presidential election in Ohio  1996,Präsidentschaftswahl in der Vereinigte Staat 1996
Intraparenchymal hemorrhage,Intraparenchymale Blutung
2012 United States presidential election in Wyoming,US-Präsidentschaftswahl 2012 in Wyoming
United States presidential election in Wyoming  2012,US-Präsidentschaftswahl in Wyoming 2012
Lateral pontine syndrome,Laterales pontinesyndrom
Hepatitis C vaccine,Hepatitis-C-Impfstoff
2017 Iranian local elections,Kommunalwahl im Iran 2017
Hana no Asuka-gumi!,Hana kein Asuka-gumi!
GFA Rumilly-Vallières,GFA Rumilly-Vallières
2015 State of Origin series,2015 State of Origin Serie
1968 United States presidential election in Virginia,Präsidentschaftswahl in der Vereinigte Staat 1968 in Virginia
United States presidential election in Virginia  1968,US-Präsidentschaftswahl in Virginia 1968
refusing to assist a police officer,Weigerung einer Polizeibeamten zu helfen
refusing to aid a police officer,Weigerung einer Polizeibeamten zu helfen
failure to aid a police officer,Unterlassene Hilfeleistung ein Polizist
failure to aid a law enforcement officer,Unterlassene Unterstützung ein Strafverfolgungsbeamten
failure to aid a peace officer,Nichthilfe ein Friedensoffiziers
refusal of person to aid officer,Verweigerung der Person zu Hilfe Offizier
refusal to aid an officer,Weigerung einer Offizier zu helfen
refusing to aid a law enforcement officer,Weigerung einer Strafverfolgungsbeamten zu helfen
refusing to aid a peace officer,Weigerung einer Friedensoffizier zu helfen
refusing to aid an officer,Weigerung einer Offizier zu helfen
refusing to assist a law enforcement officer,Verweigerung der Unterstützung ein Strafverfolgungsbeamten
refusing to assist a peace officer,Weigerung ein Friedensoffizier zu unterstützen
refusing to assist an officer,Verweigerung der Unterstützung ein Offizier
refusing to summon aid for a peace officer,Weigerung Hilfe für ein Friedensoffizier herbeirufen
Hillula of Rabbi Shimon bar Yochai,Hillula von Rabbi Shimon bar Yochai
vulvar disease,Vulvaerkrankung
vulval disorder,Vulvaerkrankung
disorder of vulva,Störung der Vulva
1988 United States Senate election in Texas,Senatswahl in der Vereinigte Staat 1988 in Texas
United States Senate election in Texas  1988,Senatswahl in der Vereinigte Staat in Texas 1988
2014–15 NFL playoffs,NFL-Playoffs 2014/15
2014-15 NFL playoffs,2014-15 NFL-Playoffs
2015 Nuevo León state election,Parlamentswahl in Nuevo León 2015
Chevrolet AK-Series,Chevrolet AK-Series
second-generation programming language,Programmiersprache der zweit Generation
2016 United States Senate election in Louisiana,Senatswahl in der Vereinigte Staat 2016 in Louisiana
United States Senate election in Louisiana  2016,Senatswahl in der Vereinigte Staat 2016
2016 United States House of Representatives elections in New York,Wahl zum Repräsentantenhaus der Vereinigte Staat 2016 in New York
United States House of Representatives elections in New York  2016,Wahl zum Repräsentantenhaus der Vereinigte Staat in New York 2016
republican marches,republikanische Marsch
skin neoplasm,Hautneoplasma
tumor of the skin,Tumor der Haut
skin neoplasms,Hautneubildungen
State University of Surabaya,Staatlich Universität Surabaya
Surabaya Institute of Teaching and Education Sciences,Surabaya Institut für Lehr- und Erziehungswissenschaften
2016 Oregon gubernatorial special election,Gouverneurswahl 2016 in Oregon
Oregon gubernatorial special election  2016,Sonderwahl zum Gouverneur in Oregon 2016
stone throwing,Steinwurf
rock throwing,Steinwurf
stone pelting,Steinbeschlag
criminal rock throwing,Krimineller Steinwürfe
US Digital Service,Digitaler Service für der USA
Resistance Front of Islamic Iran,Widerstandsfront der islamisch Iran
Mohammed bin Salman bin Abdulaziz Philanthropic Foundation,Mohammed sein Salman sein Abdulaziz Philanthropische Stiftung
2016 United States Senate election in Oklahoma,Senatswahl in der Vereinigte Staat 2016 in Oklahoma
United States Senate election in Oklahoma  2016,Senatswahl in der Vereinigte Staat 2016
1980 United States presidential election in Nevada,Präsidentschaftswahl in der Vereinigte Staat 1980
United States presidential election in Nevada  1980,Präsidentschaftswahl in der Vereinigte Staat 1980
corruption in Singapore,Korruption in Deutschland
OrCam device,OrCam-Gerät
2015 Provence-Alpes-Côte d'Azur regional election,Regionalwahlen in Provence-Alpes-Côte d 2015
Provence-Alpes-Côte d'Azur regional election  2015,Regionalwahlen in Provence-Alpes-Côte d 2015
Citroën C3 III,Citroën C3 III
Water polo at the 2019 World Aquatics Championships – Men's tournament,Wasserball bei der Wassersport-Weltmeisterschaften 2019 – Herrenturnier
2015 CrossFit Games,CrossFit Spiel 2015
Concerns and controversies at the 2022 Winter Olympics,Bedenken und Kontroverse bei der Olympische Winterspielen 2022
hypoparathyroidism-retardation-dysmorphism syndrome,Hypoparathyreoidismus-Retardation-Dysmorphismus-Syndrom
HRD syndrome,HRD-Syndrom
Sanjad-Sakati syndrome,Sanjad-Sakati-Syndrom
hypoparathyroidism with short stature  mental retardation and seizures,Hypoparathyreoidismus mit Kleinwuchs geistig Retardierung und Krampfanfällen
Hypoparathyroidism-intellectual disability-dysmorphism syndrome,Hypoparathyreoidismus-intellektuelle Behinderung-Dysmorphismus-Syndrom
Hypoparathyroidism-short stature-intellectual disability-seizures syndrome,Hypoparathyreoidismus-Kurzwuchs-intellektuelle Behinderung-Anfälle-Syndrom
Hypoparathyroidism With Short Stature  Mental Retardation  and Seizures,Hypoparathyreoidismus mit kurz Statur mental Retardierung und Krampfanfällen
Richardson-Kirk syndrome,Richardson-Kirk-Syndrom
Hypoparathyroidism  Congenital  Associated With Dysmorphism  Growth Retardation  and Developmental Delay,Hypoparathyreoidismus angeboren assoziieren mit Dysmorphismus Wachstumsverzögerung und Entwicklungsverzögerung
Monument to Sebastián de Belalcázar,Denkmal für Sebastián de Belalcázar
Statue of Sebastián de Belalcázar,Statue von Sebastián de Belalcázar
Five Nights at Freddy's: The Silver Eyes,Five Nights at Freddy Der silbern Auge
2016 Tamil Nadu Legislative Assembly election,Wahl der gesetzgebenden Versammlung in Tamil Nadu
Tamil Nadu Legislative Assembly election  2016,Wahl der Legislativversammlung in Tamil Nadu 2016
1995 K2 disaster,1995 K2-Unfall
Los Angeles bid for the 2024 Summer Olympics,Los Angeles bewerben sich um der Olympische Sommerspiele 2024
TalkingPictures TV,TalkingPictures-Fernseher
Talking Pictures TV,Sprechende Bild TV
2016 NCAA Division I FBS football season,2016 NCAA Division I FBS Fußball-Saison
Oregon Ducks women's basketball,Oregon Ducks Damen-Basketball
Tokimeki Senden-bu,Tokimeki Senden-bu
international sport,international Sport
international sports,internationale Sportarten
Cat phone,Katzentelefon
2016 elections in India,Wahl in Indien 2016
2016 United States presidential election in Arizona,Präsidentschaftswahl in der Vereinigte Staat 2016 in Arizona
United States presidential election in Arizona  2016,Präsidentschaftswahl in der Vereinigte Staat 2016
2016 United States presidential election in Kentucky,Präsidentschaftswahl in der Vereinigte Staat 2016 in Kentucky
United States presidential election in Kentucky  2016,Präsidentschaftswahl in der Vereinigte Staat 2016
2016 United States presidential election in Minnesota,Präsidentschaftswahl in der Vereinigte Staat 2016 in Minnesota
United States presidential election in Minnesota  2016,Präsidentschaftswahl in der Vereinigte Staat 2016
2016 United States presidential election in Montana,Präsidentschaftswahl in der Vereinigte Staat 2016 in Montana
United States presidential election in Montana  2016,Präsidentschaftswahl in der Vereinigte Staat 2016
2016 United States presidential election in Nebraska,Präsidentschaftswahl in der Vereinigte Staat 2016 in Nebraska
United States presidential election in Nebraska  2016,Präsidentschaftswahl in der Vereinigte Staat 2016
2016 United States presidential election in Texas,US-Präsidentschaftswahl 2016 in Texas
United States presidential election in Texas  2016,US-Präsidentschaftswahl in Texas 2016
2016 United States presidential election in Washington,Präsidentschaftswahl in der Vereinigte Staat 2016 in Washington
Virgin Money UK plc,Virgin Money Deutschland GmbH
CYBG plc,CYBG GmbH
2017 NCAA Men's Division I Basketball Tournament,2017 NCAA Mann Division I Basketball Turnier
Solidarity Party of Indonesia,Solidaritätspartei Indonesien
Khmer nationalism,Khmer-Nationalismus
Uttar Pradesh University of Medical Sciences,Uttar Pradesh Universität der Medizinische Wissenschaft
U.P. Rural Institute of Medical Sciences and Research,U.P. Ländliches Institut für Medizinisch Wissenschaft und Forschung
Saifai PGI,Saifai g.g.A
Mini PGI,Mini g.g.A
UP University of Medical Sciences,Universität der Medizinische Wissenschaft
handball at the 2016 Summer Olympics – men's tournament,Olympisch Sommerspiele 2016/Teilnehmer
handball at the 2016 Summer Olympics - men's tournament,Olympisch Sommerspiele 2016/Teilnehmer
2021 London mayoral election,Bürgermeisterwahl in London 2021
London mayoral election  2021,Bürgermeisterwahl in London 2021
2017 Queensland state election,Parlamentswahlen 2017 in Queensland
Queensland state election  2017,Landtagswahl in Queensland 2017
1960 United States presidential election in Texas,Präsidentschaftswahl in der Vereinigte Staat 1960 in Texas
United States presidential election in Texas  1960,Präsidentschaftswahl in der Vereinigte Staat in Texas 1960
Party of the Brazilian Woman,Partei der Brasilianerin
Zika fever vaccine,Zika-Fieber-Impfstoff
Zika virus vaccine,Zika-Virus-Impfstoff
Zika vaccine,Zika-Impfstoff
1976 United States presidential election in West Virginia,Präsidentschaftswahl in der Vereinigte Staat 1976 in West Virginia
United States presidential election in West Virginia  1976,Präsidentschaftswahl in der Vereinigte Staat in West Virginia 1976
Krasnodar Higher Military School named after General of the Army S. Shtemenko,Krasnodar Höhere Militärschule nach General der Armee benennen S. Schtemenko
